director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Brian De Palma,Scarlett Johansson,Mia Kirshner,Mike Starr,Crime Drama Mystery Thriller,the black dahlia,Scarlett Johansson Mia Kirshner Mike Starr Brian De Palma Crime Drama Mystery Thriller
Tony Bill,James Franco,Tyler Labine,Philip Winchester,Action Adventure Drama History Romance War,flyboys,James Franco Tyler Labine Philip Winchester Tony Bill Action Adventure Drama History Romance War
Rod Lurie,Clifton Collins Jr.,Delroy Lindo,Michael Irby,Action Drama Thriller,the last castle,Clifton Collins Jr. Delroy Lindo Michael Irby Rod Lurie Action Drama Thriller
Walter Hill,Robert Forster,Wilson Cruz,Vanessa Marshall,Horror Sci-Fi Thriller,supernova,Robert Forster Wilson Cruz Vanessa Marshall Walter Hill Horror Sci-Fi Thriller
Akiva Goldsman,Matt Bomer,William Hurt,Kevin Corrigan,Drama Fantasy Mystery Romance,winter's tale,Matt Bomer William Hurt Kevin Corrigan Akiva Goldsman Drama Fantasy Mystery Romance
Harald Zwart,Aidan Turner,Kevin Zegers,CCH Pounder,Fantasy Horror Mystery Romance,the mortal instruments: city of bones,Aidan Turner Kevin Zegers CCH Pounder Harald Zwart Fantasy Horror Mystery Romance
Brian Robbins,Marc Blucas,Mike O'Malley,Shawn Christian,Adventure Comedy Family Romance Sci-Fi,meet dave,Marc Blucas Mike O'Malley Shawn Christian Brian Robbins Adventure Comedy Family Romance Sci-Fi
Walter Salles,Dougray Scott,Camryn Manheim,Ariel Gade,Drama Horror Thriller,dark water,Dougray Scott Camryn Manheim Ariel Gade Walter Salles Drama Horror Thriller
Ron Howard,Matthew McConaughey,Adam Goldberg,Clint Howard,Comedy Drama,edtv,Matthew McConaughey Adam Goldberg Clint Howard Ron Howard Comedy Drama
Iain Softley,Brendan Fraser,Stephen Graham,Jamie Foreman,Adventure Family Fantasy,inkheart,Brendan Fraser Stephen Graham Jamie Foreman Iain Softley Adventure Family Fantasy
Frank Miller,Scarlett Johansson,Jaime King,Louis Lombardi,Action Crime Fantasy Thriller,the spirit,Scarlett Johansson Jaime King Louis Lombardi Frank Miller Action Crime Fantasy Thriller
David Koepp,Johnny Depp,Olivia Munn,Ulrich Thomsen,Action Comedy Mystery Romance,mortdecai,Johnny Depp Olivia Munn Ulrich Thomsen David Koepp Action Comedy Mystery Romance
Uwe Boll,Jason Statham,Mike Dopud,Tania Saulnier,Action Adventure Fantasy Thriller,in the name of the king: a dungeon siege tale,Jason Statham Mike Dopud Tania Saulnier Uwe Boll Action Adventure Fantasy Thriller
Martin Campbell,Angelina Jolie Pitt,Teri Polo,Noah Emmerich,Adventure Drama Romance War,beyond borders,Angelina Jolie Pitt Teri Polo Noah Emmerich Martin Campbell Adventure Drama Romance War
Pou-Soi Cheang,Li Gong,Aaron Kwok,Eddie Peng,Action Adventure Fantasy,xi you ji zhi: sun wukong san da baigu jing,Li Gong Aaron Kwok Eddie Peng Pou-Soi Cheang Action Adventure Fantasy
John Dahl,James Franco,Clayne Crawford,Paolo Montalban,Action Drama War,the great raid,James Franco Clayne Crawford Paolo Montalban John Dahl Action Drama War
Tim Miller,Ryan Reynolds,Ed Skrein,Stefan Kapicic,Action Adventure Comedy Romance Sci-Fi,deadpool,Ryan Reynolds Ed Skrein Stefan Kapicic Tim Miller Action Adventure Comedy Romance Sci-Fi
Stephen Herek,Kelly Preston,Morgan Fairchild,Eric McCormack,Comedy Drama,holy man,Kelly Preston Morgan Fairchild Eric McCormack Stephen Herek Comedy Drama
Clint Eastwood,Bradley Cooper,Leonard Roberts,Keir O'Donnell,Action Biography Drama History Thriller War,american sniper,Bradley Cooper Leonard Roberts Keir O'Donnell Clint Eastwood Action Biography Drama History Thriller War
unknown,Nate Richert,Soleil Moon Frye,Caroline Rhea,Comedy Family Fantasy,"sabrina, the teenage witch            ",Nate Richert Soleil Moon Frye Caroline Rhea unknown Comedy Family Fantasy
Mark Waters,Jon Heder,Ivana Milicevic,Willie Garson,Comedy Fantasy Romance,just like heaven,Jon Heder Ivana Milicevic Willie Garson Mark Waters Comedy Fantasy Romance
Brian Levant,Taylor Negron,Mark Addy,Danny Woodburn,Comedy Family Romance Sci-Fi,the flintstones in viva rock vegas,Taylor Negron Mark Addy Danny Woodburn Brian Levant Comedy Family Romance Sci-Fi
Peter MacDonald,Sylvester Stallone,Kurtwood Smith,Richard Crenna,Action Adventure Thriller War,rambo iii,Sylvester Stallone Kurtwood Smith Richard Crenna Peter MacDonald Action Adventure Thriller War
George Clooney,Robert Baker,Malcolm Goodwin,Matt Bushell,Comedy Drama Romance Sport,leatherheads,Robert Baker Malcolm Goodwin Matt Bushell George Clooney Comedy Drama Romance Sport
Frank Coraci,Taylor Lautner,Adam Sandler,Jon Lovitz,Comedy Western,the ridiculous 6,Taylor Lautner Adam Sandler Jon Lovitz Frank Coraci Comedy Western
Marc Lawrence,Michael Kelly,Kim Shaw,Kevin Brown,Comedy Drama Romance,did you hear about the morgans?,Michael Kelly Kim Shaw Kevin Brown Marc Lawrence Comedy Drama Romance
Shawn Levy,Josh Gad,Jessica Szohr,Rob Riggle,Comedy,the internship,Josh Gad Jessica Szohr Rob Riggle Shawn Levy Comedy
Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Shawn Roberts,Action Adventure Horror Sci-Fi,resident evil: afterlife,Milla Jovovich Boris Kodjoe Shawn Roberts Paul W.S. Anderson Action Adventure Horror Sci-Fi
Anthony Hemingway,David Oyelowo,Nate Parker,Tristan Mack Wilds,Action Adventure Drama History War,red tails,David Oyelowo Nate Parker Tristan Mack Wilds Anthony Hemingway Action Adventure Drama History War
unknown,Chris Noth,Kristin Davis,Cynthia Nixon,Comedy Romance,sex and the city            ,Chris Noth Kristin Davis Cynthia Nixon unknown Comedy Romance
Taylor Hackford,Keanu Reeves,Al Pacino,Charlize Theron,Drama Mystery Thriller,the devil's advocate,Keanu Reeves Al Pacino Charlize Theron Taylor Hackford Drama Mystery Thriller
Sean Anders,Adam Sandler,Leighton Meester,Will Forte,Comedy,that's my boy,Adam Sandler Leighton Meester Will Forte Sean Anders Comedy
Rob Cohen,Dennis Quaid,Brian Thompson,Terry O'Neill,Action Adventure Fantasy,dragonheart,Dennis Quaid Brian Thompson Terry O'Neill Rob Cohen Action Adventure Fantasy
Brett Ratner,Salma Hayek,Don Cheadle,Chris Penn,Action Comedy Crime Drama,after the sunset,Salma Hayek Don Cheadle Chris Penn Brett Ratner Action Comedy Crime Drama
Mark Neveldine,Nicolas Cage,Spencer Wilding,Christopher Lambert,Action Fantasy Thriller,ghost rider: spirit of vengeance,Nicolas Cage Spencer Wilding Christopher Lambert Mark Neveldine Action Fantasy Thriller
John Madden,Christian Bale,Irene Papas,Mihalis Giannatos,Drama Music Romance War,captain corelli's mandolin,Christian Bale Irene Papas Mihalis Giannatos John Madden Drama Music Romance War
unknown,Barry Corbin,Noureen DeWulf,Brian Austin Green,Comedy Romance,anger management            ,Barry Corbin Noureen DeWulf Brian Austin Green unknown Comedy Romance
Adam Shankman,Vin Diesel,Brad Garrett,Tate Donovan,Action Comedy Drama Family Thriller,the pacifier,Vin Diesel Brad Garrett Tate Donovan Adam Shankman Action Comedy Drama Family Thriller
Kevin Bray,Dwayne Johnson,Ashley Scott,Michael Bowen,Action Crime,walking tall,Dwayne Johnson Ashley Scott Michael Bowen Kevin Bray Action Crime
Robert Zemeckis,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,Comedy Drama,forrest gump,Tom Hanks Siobhan Fallon Hogan Sam Anderson Robert Zemeckis Comedy Drama
Tim Hill,Jesse McCartney,Beth Riesgraf,Matthew Gray Gubler,Animation Comedy Family Fantasy Music,alvin and the chipmunks,Jesse McCartney Beth Riesgraf Matthew Gray Gubler Tim Hill Animation Comedy Family Fantasy Music
Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,Comedy,meet the parents,Robert De Niro Blythe Danner Teri Polo Jay Roach Comedy
Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,Adventure Animation Drama Family History Musical Romance,pocahontas,Christian Bale Frank Welker Irene Bedard Mike Gabriel Adventure Animation Drama Family History Musical Romance
Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,Action Adventure Drama Romance Sci-Fi,superman,Marlon Brando Margot Kidder Ned Beatty Richard Donner Action Adventure Drama Romance Sci-Fi
Tom Shadyac,Jada Pinkett Smith,James Coburn,Dave Chappelle,Comedy Romance Sci-Fi,the nutty professor,Jada Pinkett Smith James Coburn Dave Chappelle Tom Shadyac Comedy Romance Sci-Fi
Andy Tennant,Will Smith,Michael Rapaport,Kevin Sussman,Comedy Romance,hitch,Will Smith Michael Rapaport Kevin Sussman Andy Tennant Comedy Romance
Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,Action Adventure Comedy Family Romance,george of the jungle,Brendan Fraser Abraham Benrubi Holland Taylor Sam Weisman Action Adventure Comedy Family Romance
Jesse Dylan,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,Comedy Romance,american wedding,Alyson Hannigan Thomas Ian Nicholas Fred Willard Jesse Dylan Comedy Romance
Paul Greengrass,Tom Hanks,Chris Mulkey,Michael Chernus,Biography Drama Thriller,captain phillips,Tom Hanks Chris Mulkey Michael Chernus Paul Greengrass Biography Drama Thriller
Shawn Levy,Mila Kunis,James Franco,Steve Carell,Comedy Crime Romance Thriller,date night,Mila Kunis James Franco Steve Carell Shawn Levy Comedy Crime Romance Thriller
Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,Comedy Family Fantasy,casper,Eric Idle Fred Rogers Cathy Moriarty Brad Silberling Comedy Family Fantasy
Antoine Fuqua,Denzel Washington,Chloë Grace Moretz,James Wilcox,Action Crime Thriller,the equalizer,Denzel Washington Chloë Grace Moretz James Wilcox Antoine Fuqua Action Crime Thriller
Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson,Comedy Drama Romance,maid in manhattan,Bob Hoskins Frances Conroy Natasha Richardson Wayne Wang Comedy Drama Romance
Tony Scott,Denzel Washington,Viggo Mortensen,Ricky Schroder,Action Drama Thriller War,crimson tide,Denzel Washington Viggo Mortensen Ricky Schroder Tony Scott Action Drama Thriller War
Gabriele Muccino,Will Smith,Kurt Fuller,James Karen,Biography Drama,the pursuit of happyness,Will Smith Kurt Fuller James Karen Gabriele Muccino Biography Drama
Robert Schwentke,Erika Christensen,Michael Irby,Haley Ramm,Drama Mystery Thriller,flightplan,Erika Christensen Michael Irby Haley Ramm Robert Schwentke Drama Mystery Thriller
Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia,Drama Thriller,disclosure,Demi Moore Dylan Baker Roma Maffia Barry Levinson Drama Thriller
Brad Silberling,Nicolas Cage,Andre Braugher,Colm Feore,Drama Fantasy Romance,city of angels,Nicolas Cage Andre Braugher Colm Feore Brad Silberling Drama Fantasy Romance
Quentin Tarantino,David Carradine,Vivica A. Fox,Chiaki Kuriyama,Action,kill bill: vol. 1,David Carradine Vivica A. Fox Chiaki Kuriyama Quentin Tarantino Action
Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,Comedy,bowfinger,Robert Downey Jr. Adam Alexi-Malle Jamie Kennedy Frank Oz Comedy
unknown,Christopher Judge,Don S. Davis,Gary Jones,Action Adventure Drama Sci-Fi,stargate sg-1            ,Christopher Judge Don S. Davis Gary Jones unknown Action Adventure Drama Sci-Fi
Quentin Tarantino,Vivica A. Fox,Michael Parks,Michael Bowen,Action Crime Drama Thriller,kill bill: vol. 2,Vivica A. Fox Michael Parks Michael Bowen Quentin Tarantino Action Crime Drama Thriller
Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,Action Comedy Crime Thriller,tango & cash,Sylvester Stallone Jack Palance Brion James Andrey Konchalovskiy Action Comedy Crime Thriller
Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini,Comedy Fantasy Horror,death becomes her,Bruce Willis Meryl Streep Isabella Rossellini Robert Zemeckis Comedy Fantasy Horror
Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,Action Adventure Comedy Western,shanghai noon,Xander Berkeley Jason Connery Kate Luyben Tom Dey Action Adventure Comedy Western
Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,Action Adventure Thriller,executive decision,Oliver Platt Joe Morton J.T. Walsh Stuart Baird Action Adventure Thriller
Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,Comedy Family Fantasy,mr. popper's penguins,Madeline Carroll Ophelia Lovibond Philip Baker Hall Mark Waters Comedy Family Fantasy
Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,Action Adventure Fantasy,the forbidden kingdom,Jet Li Thomas McDonell Michael Angarano Rob Minkoff Action Adventure Fantasy
Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler,Adventure Animation Comedy Family,free birds,Amy Poehler Carlos Ponce Dan Fogler Jimmy Hayward Adventure Animation Comedy Family
David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann,Action Horror Sci-Fi,alien 3,Charles S. Dutton Holt McCallany Paul McGann David Fincher Action Horror Sci-Fi
Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,Biography Drama History Musical,evita,Andrea Corr Jimmy Nail Peter Polycarpou Alan Parker Biography Drama History Musical
John Frankenheimer,Robert De Niro,Natascha McElhone,Michael Lonsdale,Action Adventure Crime Thriller,ronin,Robert De Niro Natascha McElhone Michael Lonsdale John Frankenheimer Action Adventure Crime Thriller
Stephen Hopkins,Tom Wilkinson,Bernard Hill,Om Puri,Adventure Drama Horror Thriller,the ghost and the darkness,Tom Wilkinson Bernard Hill Om Puri Stephen Hopkins Adventure Drama Horror Thriller
Paul King,Julie Walters,Matt Lucas,Sally Hawkins,Animation Comedy Family Fantasy,paddington,Julie Walters Matt Lucas Sally Hawkins Paul King Animation Comedy Family Fantasy
William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn,Action Crime Drama Thriller,the hunted,Connie Nielsen Jenna Boyd Rex Linn William Friedkin Action Crime Drama Thriller
Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton,Drama Thriller,instinct,Anthony Hopkins Maura Tierney John Ashton Jon Turteltaub Drama Thriller
Bobby Farrelly,Matt Damon,Terence Bernie Hines,Seymour Cassel,Comedy,stuck on you,Matt Damon Terence Bernie Hines Seymour Cassel Bobby Farrelly Comedy
Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh,Comedy Sport,semi-pro,Will Ferrell Maura Tierney Matt Walsh Kent Alterman Comedy Sport
Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed,Adventure Animation Comedy Family,the pirates! band of misfits,Salma Hayek Russell Tovey Brian Blessed Peter Lord Adventure Animation Comedy Family
Clint Eastwood,Angelina Jolie Pitt,Michael Kelly,Colm Feore,Crime Drama Mystery Thriller,changeling,Angelina Jolie Pitt Michael Kelly Colm Feore Clint Eastwood Crime Drama Mystery Thriller
Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn,Action Drama Sci-Fi Thriller,chain reaction,Keanu Reeves Morgan Freeman Kevin Dunn Andrew Davis Action Drama Sci-Fi Thriller
Tony Scott,Robert De Niro,Kurt Fuller,Ellen Barkin,Action Drama Sport Thriller,the fan,Robert De Niro Kurt Fuller Ellen Barkin Tony Scott Action Drama Sport Thriller
Joel Schumacher,Gerard Butler,Minnie Driver,Miranda Richardson,Drama Musical Romance Thriller,the phantom of the opera,Gerard Butler Minnie Driver Miranda Richardson Joel Schumacher Drama Musical Romance Thriller
Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Jordi Mollà,Biography Drama History War,elizabeth: the golden age,Eddie Redmayne Abbie Cornish Jordi Mollà Shekhar Kapur Biography Drama History War
Karyn Kusama,Charlize Theron,Sophie Okonedo,Paterson Joseph,Action Sci-Fi,æon flux,Charlize Theron Sophie Okonedo Paterson Joseph Karyn Kusama Action Sci-Fi
Ron Maxwell,Billy Campbell,Bruce Boxleitner,John Castle,Drama History War,gods and generals,Billy Campbell Bruce Boxleitner John Castle Ron Maxwell Drama History War
Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,Action Thriller,turbulence,Hector Elizondo Lauren Holly Jeffrey DeMunn Robert Butler Action Thriller
Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff,Comedy Drama Family Fantasy,imagine that,Stephen Root Ronny Cox Richard Schiff Karey Kirkpatrick Comedy Drama Family Fantasy
James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville,Adventure Comedy Crime Family Musical,muppets most wanted,Ty Burrell Tina Fey Hugh Bonneville James Bobin Adventure Comedy Crime Family Musical
Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,Action Adventure Comedy Family Sci-Fi,thunderbirds,Sophia Myles Philip Winchester Brady Corbet Jonathan Frakes Action Adventure Comedy Family Sci-Fi
Steve Antin,Eric Dane,Peter Gallagher,David Walton,Drama Music Musical Romance,burlesque,Eric Dane Peter Gallagher David Walton Steve Antin Drama Music Musical Romance
Jean-Pierre Jeunet,Denis Lavant,André Dussollier,Albert Dupontel,Drama Mystery Romance War,a very long engagement,Denis Lavant André Dussollier Albert Dupontel Jean-Pierre Jeunet Drama Mystery Romance War
Jim Gillespie,Sylvester Stallone,Tom Berenger,Charles S. Dutton,Crime Horror Mystery Thriller,eye see you,Sylvester Stallone Tom Berenger Charles S. Dutton Jim Gillespie Crime Horror Mystery Thriller
Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran,Action Horror Sci-Fi Thriller,blade ii,Norman Reedus Thomas Kretschmann Tony Curran Guillermo del Toro Action Horror Sci-Fi Thriller
Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis,Drama Romance,seven pounds,Will Smith Rosario Dawson Madison Pettis Gabriele Muccino Drama Romance
Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda,Action Thriller,bullet to the head,Sylvester Stallone Jason Momoa Jon Seda Walter Hill Action Thriller
Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda,Crime Drama,the godfather: part iii,Al Pacino Joe Mantegna Bridget Fonda Francis Ford Coppola Crime Drama
Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,Comedy Drama Romance,elizabethtown,Orlando Bloom Kirsten Dunst Judy Greer Cameron Crowe Comedy Drama Romance
Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,Comedy Romance,"you, me and dupree",Todd Stashwick Billy Gardell Amanda Detmer Anthony Russo Comedy Romance
Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,Action Adventure Romance Sci-Fi,superman ii,Margot Kidder Ned Beatty Jackie Cooper Richard Lester Action Adventure Romance Sci-Fi
Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,Comedy Crime Romance,gigli,Todd Giebenhain Lenny Venito David Backus Martin Brest Comedy Crime Romance
Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,Drama Thriller,all the king's men,Kate Winslet Anthony Hopkins Kevin Dunn Steven Zaillian Drama Thriller
John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,Action Crime Thriller,shaft,Christian Bale Vanessa Williams Daniel von Bargen John Singleton Action Crime Thriller
Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,Adventure Animation Drama Family Fantasy Musical Mystery Romance,anastasia,Kirsten Dunst Kelsey Grammer Bernadette Peters Don Bluth Adventure Animation Drama Family Fantasy Musical Mystery Romance
Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,Drama Musical Romance,moulin rouge!,Jim Broadbent Kylie Minogue Richard Roxburgh Baz Luhrmann Drama Musical Romance
Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,Crime Mystery Thriller,domestic disturbance,Steve Buscemi Teri Polo Matt O'Leary Harold Becker Crime Mystery Thriller
Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,Biography Crime Drama,black mass,Johnny Depp Benedict Cumberbatch Adam Scott Scott Cooper Biography Crime Drama
